,size,avg,pr,slope,interaction
1117,500,52.0,0.30000000000000004,0.3477265462656076,ordered
1118,500,52.0,0.30000000000000004,0.3327181569789438,degree
1119,500,52.0,0.30000000000000004,0.4693361453355315,distance
1120,500,52.0,0.4,0.43405287944242776,random
1121,500,52.0,0.4,0.45386231231291874,ordered
1122,500,52.0,0.4,0.4394105096366827,degree
1123,500,52.0,0.4,0.48000933242919447,distance
1124,500,52.0,0.5,0.4931262408153749,random
1125,500,52.0,0.5,0.4961923505133437,ordered
1126,500,52.0,0.5,0.48442894981263257,degree
1127,500,52.0,0.5,0.4930077786440896,distance
1128,500,52.0,0.0,0.023113785674748488,random
1129,500,52.0,0.0,0.021270092504440348,ordered
1130,500,52.0,0.0,0.02048127147980908,degree
1131,500,52.0,0.0,0.023044640894217858,distance
1132,500,52.0,0.1,0.12809858433486157,random
1133,500,52.0,0.1,0.12973014536009958,ordered
1134,500,52.0,0.1,0.12958677484807435,degree
1135,500,52.0,0.1,0.4197963478048804,distance
1136,500,52.0,0.2,0.22950820038894565,random
1137,500,52.0,0.2,0.2355126663822733,ordered
1138,500,52.0,0.2,0.23337373323460092,degree
1139,500,52.0,0.2,0.4528867946707368,distance
1140,500,52.0,0.30000000000000004,0.3344729428402484,random
1141,500,52.0,0.30000000000000004,0.3450415364051855,ordered
1142,500,52.0,0.30000000000000004,0.3322150858638018,degree
1143,500,52.0,0.30000000000000004,0.4775276798818549,distance
1144,500,52.0,0.4,0.43529221549645003,random
1145,500,52.0,0.4,0.4481633744227208,ordered
1146,500,52.0,0.4,0.4412921532343207,degree
1147,500,52.0,0.4,0.4811196905104591,distance
1148,500,52.0,0.5,0.479777565973406,random
1149,500,52.0,0.5,0.4985194133616693,ordered
1150,500,52.0,0.5,0.4924322352784804,degree
1151,500,52.0,0.5,0.4882924202552782,distance
1152,500,54.0,0.0,0.022428240647479263,random
1153,500,54.0,0.0,0.022823553050090352,ordered
1154,500,54.0,0.0,0.027328042267039544,degree
1155,500,54.0,0.0,0.025752984191888085,distance
1156,500,54.0,0.1,0.13061245071988942,random
1157,500,54.0,0.1,0.1255767656694379,ordered
1158,500,54.0,0.1,0.12772911991158714,degree
1159,500,54.0,0.1,0.42426690065542383,distance
1160,500,54.0,0.2,0.22651029943076634,random
1161,500,54.0,0.2,0.2424680066111459,ordered
1162,500,54.0,0.2,0.23734152709805295,degree
1163,500,54.0,0.2,0.4616365106933287,distance
1164,500,54.0,0.30000000000000004,0.3441795661759068,random
1165,500,54.0,0.30000000000000004,0.3508204151779904,ordered
1166,500,54.0,0.30000000000000004,0.34358923348576953,degree
1167,500,54.0,0.30000000000000004,0.4720494344893229,distance
1168,500,54.0,0.4,0.4400779079554543,random
1169,500,54.0,0.4,0.45476137711655956,ordered
1170,500,54.0,0.4,0.4452001541779789,degree
1171,500,54.0,0.4,0.48564392874710743,distance
1172,500,54.0,0.5,0.4879908485618877,random
1173,500,54.0,0.5,0.4962399484013721,ordered
1174,500,54.0,0.5,0.47895498987356266,degree
1175,500,54.0,0.5,0.49197493965192507,distance
1176,500,54.0,0.0,0.024498399027603587,random
1177,500,54.0,0.0,0.022387848200174146,ordered
1178,500,54.0,0.0,0.021407943969718103,degree
1179,500,54.0,0.0,0.025039349565324824,distance
1180,500,54.0,0.1,0.1343641327475727,random
1181,500,54.0,0.1,0.14292478981518925,ordered
1182,500,54.0,0.1,0.13142259540001816,degree
1183,500,54.0,0.1,0.4202989303910788,distance
1184,500,54.0,0.2,0.22141148257635418,random
1185,500,54.0,0.2,0.2284835431903879,ordered
1186,500,54.0,0.2,0.22411000462490774,degree
1187,500,54.0,0.2,0.4611397966299293,distance
1188,500,54.0,0.30000000000000004,0.3250977209676193,random
1189,500,54.0,0.30000000000000004,0.33633161948791573,ordered
1190,500,54.0,0.30000000000000004,0.3235931850423356,degree
1191,500,54.0,0.30000000000000004,0.47722743865319234,distance
1192,500,54.0,0.4,0.4313597886793022,random
1193,500,54.0,0.4,0.4509924160605389,ordered
1194,500,54.0,0.4,0.4332551502136136,degree
1195,500,54.0,0.4,0.48274285312314263,distance
1196,500,54.0,0.5,0.48270175119517,random
1197,500,54.0,0.5,0.4905951356290624,ordered
1198,500,54.0,0.5,0.48312998077867136,degree
1199,500,54.0,0.5,0.49016121883305636,distance
1200,500,56.0,0.0,0.024955547198472865,random
1201,500,56.0,0.0,0.023164606578576757,ordered
1202,500,56.0,0.0,0.025233946194729955,degree
1203,500,56.0,0.0,0.02876386302285302,distance
1204,500,56.0,0.1,0.1267567918662656,random
1205,500,56.0,0.1,0.1297876616170018,ordered
1206,500,56.0,0.1,0.1317665194707342,degree
1207,500,56.0,0.1,0.42057042876239487,distance
1208,500,56.0,0.2,0.23491727420357827,random
1209,500,56.0,0.2,0.23473606201157443,ordered
1210,500,56.0,0.2,0.23038467928365494,degree
1211,500,56.0,0.2,0.4583923432839815,distance
1212,500,56.0,0.30000000000000004,0.326412328385634,random
1213,500,56.0,0.30000000000000004,0.3378129455003587,ordered
1214,500,56.0,0.30000000000000004,0.3258680788723566,degree
1215,500,56.0,0.30000000000000004,0.479487689226029,distance
1216,500,56.0,0.4,0.44053909735669167,random
1217,500,56.0,0.4,0.43965159125564834,ordered
1218,500,56.0,0.4,0.4263077391670154,degree
1219,500,56.0,0.4,0.48832972299680455,distance
1220,500,56.0,0.5,0.489905258658489,random
1221,500,56.0,0.5,0.4947671964505595,ordered
1222,500,56.0,0.5,0.47734425394064106,degree
1223,500,56.0,0.5,0.4871775023753365,distance
1224,500,56.0,0.0,0.028579886367945496,random
1225,500,56.0,0.0,0.023056015964294633,ordered
1226,500,56.0,0.0,0.023625038164479282,degree
1227,500,56.0,0.0,0.028866584251661283,distance
1228,500,56.0,0.1,0.13816381317952658,random
1229,500,56.0,0.1,0.13160904750530583,ordered
1230,500,56.0,0.1,0.12902579939900602,degree
1231,500,56.0,0.1,0.42671797464268507,distance
1232,500,56.0,0.2,0.2360235565530612,random
1233,500,56.0,0.2,0.24157519153404508,ordered
1234,500,56.0,0.2,0.23778008328557337,degree
1235,500,56.0,0.2,0.4573933314786953,distance
1236,500,56.0,0.30000000000000004,0.3365380950867033,random
1237,500,56.0,0.30000000000000004,0.34647355372716665,ordered
1238,500,56.0,0.30000000000000004,0.33669975537286434,degree
1239,500,56.0,0.30000000000000004,0.47803589702120614,distance
1240,500,56.0,0.4,0.4331300191960584,random
1241,500,56.0,0.4,0.4506864339798689,ordered
1242,500,56.0,0.4,0.4354940421963738,degree
1243,500,56.0,0.4,0.48541431113869027,distance
1244,500,56.0,0.5,0.48993045820290054,random
1245,500,56.0,0.5,0.5038978100503945,ordered
1246,500,56.0,0.5,0.48603218716399416,degree
1247,500,56.0,0.5,0.4898998206783041,distance
1248,500,58.0,0.0,0.02804776314667093,random
1249,500,58.0,0.0,0.024467390677698556,ordered
1250,500,58.0,0.0,0.02445503562224228,degree
1251,500,58.0,0.0,0.032824251441161016,distance
1252,500,58.0,0.1,0.12867680358181496,random
1253,500,58.0,0.1,0.13198346593538593,ordered
1254,500,58.0,0.1,0.13791290880931678,degree
1255,500,58.0,0.1,0.43384107307681335,distance
1256,500,58.0,0.2,0.23181375741495486,random
1257,500,58.0,0.2,0.24123827474979925,ordered
1258,500,58.0,0.2,0.23930532571694485,degree
1259,500,58.0,0.2,0.46647079898677335,distance
1260,500,58.0,0.30000000000000004,0.34136905677441476,random
1261,500,58.0,0.30000000000000004,0.3370969891658769,ordered
1262,500,58.0,0.30000000000000004,0.33998406039833323,degree
1263,500,58.0,0.30000000000000004,0.4866356546766105,distance
1264,500,58.0,0.4,0.4393619412403605,random
1265,500,58.0,0.4,0.45142707773483065,ordered
1266,500,58.0,0.4,0.43646479926607773,degree
1267,500,58.0,0.4,0.483208895210248,distance
1268,500,58.0,0.5,0.48903745228092116,random
1269,500,58.0,0.5,0.5080862107208852,ordered
1270,500,58.0,0.5,0.48320369211135067,degree
1271,500,58.0,0.5,0.4918515494260354,distance
1272,500,58.0,0.0,0.025677213991887916,random
1273,500,58.0,0.0,0.02536167956169119,ordered
1274,500,58.0,0.0,0.02679655056088929,degree
1275,500,58.0,0.0,0.030353238745220078,distance
1276,500,58.0,0.1,0.13017634988622864,random
1277,500,58.0,0.1,0.13392793284486987,ordered
1278,500,58.0,0.1,0.12701020089395412,degree
1279,500,58.0,0.1,0.41687947681390547,distance
1280,500,58.0,0.2,0.24039196303738603,random
1281,500,58.0,0.2,0.25099048715342615,ordered
1282,500,58.0,0.2,0.24343972962469893,degree
1283,500,58.0,0.2,0.4691774901407092,distance
1284,500,58.0,0.30000000000000004,0.3353029909405534,random
1285,500,58.0,0.30000000000000004,0.3428290163394251,ordered
1286,500,58.0,0.30000000000000004,0.33286817041534167,degree
1287,500,58.0,0.30000000000000004,0.47701349067147064,distance
1288,500,58.0,0.4,0.446062424585518,random
1289,500,58.0,0.4,0.4575112755127182,ordered
1290,500,58.0,0.4,0.4422358219041146,degree
1291,500,58.0,0.4,0.48909383185873223,distance
1292,500,58.0,0.5,0.4833648159970555,random
1293,500,58.0,0.5,0.4998512516327736,ordered
1294,500,58.0,0.5,0.4861481789676234,degree
1295,500,58.0,0.5,0.49640078473577487,distance
